"Feed_Id","Vehicle_Id","Reg_Year","Reg_Date","Vehicle_Type","Body_Type","Make","Model","Version","Engine_Size","Transmission","Fuel_Type","Odometer","Odometer_Unit","Colour","Descriptive_Colour","Owners","Price","Sales_Tax","Strapline","Image_References","Features","Description","Service_History_Text","Video_URL","ExDemo","Reference","Full_Registration","Doors"
"ah-32179","6865901-32179","2011","2011-09-05","Car","SUV","Ford","Kuga","","1997","Manual","Diesel","88753","Mi","White","White","5","6999","","App Pack|19inch Alloys|Steps","https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-b428e13de44e.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-9a88e6b65bab.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-3ff032b2b8e5.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-beb2c459fc6d.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-2a89f4438310.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-789c00de570f.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-745f1b2bc82a.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-afc9e44785f1.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-a016cc6137b3.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-3523a4b8e96c.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-ddd140267459.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-5cf8a7377ac8.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-0956492cec4d.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-975f188cd246.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-0dbee2e7529c.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-214452ccc6e6.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-7ac8954e89ba.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-bc23cfdedd2d.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-1eed35e66054.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-67a45646296a.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-6181dff59998.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-4e8bd6360cde.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-f1e894c342bd.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-17742753d938.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-5a6c6f9316a5.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-2add739bc977.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-691fc9a82c30.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-0b79c58bd1da.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-e07e629b0af5.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-5f34b7fc0969.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-ac100ee811b5.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-894c5bb98dd8.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-e2314669ec19.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-405d01e44f48.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-004960775e79.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-5ed5b4cbe267.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-65fd3d0464dc.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-be568bed8e17.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-25c2319833d3.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-8709d5841b88.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-2dc618f911b9.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-38ee91853ed2.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-ebaf5fcf569b.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-0dd9fe45d9f3.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-kuga-suv-diesel-4fe8b8ba1025.jpg","","Our Ford Kuga is a brilliant all wheel drive vehicle and in the Titanium spec it has a lot to offer. Finished in Polar White with 17” Alloy wheels alongside the appearance pack which includes aluminium finish roof rails and privacy glass, this car looks good. With partial leather seats, Sony DAB audio system, reversing sensorscruise control, auto wipers/lights and keyless starts it is a very comfortable driving experience at a budget friendly price. This Kuga has clearly been looked after and loved by its previous owners and has been prepared by us to a high standard. This car will come with 2 keys and will also have a fresh MOT ready for its new owner with an industry leading 6 month warranty.","","https://www.youtube.com/watch?v=A_-LBxKgw2I","N","","PO11TKX","5"
"ah-32179","6891518-32179","2014","2014-10-16","Car","Coupe","BMW","640d","M SPORT GRAN COUPE","2993","Automatic","Diesel","83000","Mi","Blue","Blue","3","15999","","","https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-640d-coupe-diesel-534a3e41ab1a.jpg","Instrument panel, leather,Sport seats - front,Headlining, Anthracite,Exterior trim, High-gloss Shadowline,Contrast stitching,Black Dakota Leather,Deep Sea Blue Metallic,Smoker's package deletion","","","","N","8a428c9580f0fded0180f10b6","SG64VMU","4"
"ah-32179","6803715-32179","2020","2020-11-23","LCV","Specialist Vehicle","Ford","Transit Custom","320 LIMITED DCIV ECOBLUE","1996","Automatic","Diesel","3899","Mi","Red","Kapoor Red Pearl","2","44999","+ VAT","Exclusive Caldex Design No. 14","https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-f0fb4b55cb4b.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-cee432e3ffbc.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-ba607db44862.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-9b54f6e2b0eb.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-0c1ef7580a7f.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-8971add096da.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-6a61dbe4e16c.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-b6a1fca6b7fa.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-3fe1ab68c15d.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-bdbc477e8f72.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-e13bae9257fe.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-4d2ac9d6f02c.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-5f9f69217265.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-345431af00aa.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-fed7d9f500d0.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-afee59b6465b.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-2b3da1c6674c.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-17f036c201ce.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-1510b89537d2.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-493dab88f2e6.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-24f8053553bb.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-3ec254c6f31a.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-987609ca7782.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-2428f1db80e1.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-199de04781a9.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-61c429946685.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-6cc1fcff4692.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-0a4d8f7ee4b7.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-3fdc626945b5.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-a75e4396ab39.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-e939a9026493.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-5a944515e96a.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-3a5cfebdbd7f.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-33474c9c258d.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-cd5591c561a2.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-2c1789021123.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-d80c40e9a344.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-96fdbac97472.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-fd4136bdf24a.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-fb9a12e805de.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-d738dc29508b.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-178622108a89.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-0c24324abc53.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-b51d304c1ac1.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/ford-transit-custom-specialist-vehicle-diesel-e8b2b9fb320e.jpg","","It doesn’t matter if you want a useful work vehicle or a limitless lifestyle, family allrounder.  This special, Transit Custom with Carlex Design, interior and exterior conversion, does everything.  The extra wheel base means the mount bikes can go straight in without removing the wheels, but it's also capable of lugging full size furniture.  Everything has been meticulously thought about, it is fitted with drivers convenience pack, and parking assistant, which means, along with the automatic gearbox the driver can relax with adaptive cruise, lane departure warning/assist and getting into everyday parking spots is far easer thanks to the automated parking space measurement.  The Carlex seating is both stylish and functional, easy to keep clean and hard wearing.  In built navigation, bluetooth connectivity and climate control keep the driver on track and in comfort.  To make life even easier, either of the USB sockets power Car Play so you can mirror your smart phone on the beautiful, colour touch screen.  The rear of the vehicle has been fully soundproofed with additional lighting installed.  To keep the immaculate and beautiful paintwork and body kit in tip top condition, the van has been fully ceramic coated.  So, drivers convenience and parking assist, navigation, car play, automatic, most powerful available engine and the super Carlex Conversion.  Nothing can match this as a complete all rounder.  It is also super rare and is only the 14th Transit to be converted with this package.","","https://www.youtube.com/watch?v=H4HbDFwXhKw","N","","JS07SEA","4"
"ah-32179","6876252-32179","2016","2016-03-18","Car","Estate","Land Rover","Discovery Sport","TD4 HSE","1999","Automatic","Diesel","58790","Mi","Grey","Grey","1","20999","","Park Assist|Pan Roof|7 Seats","https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-d3b8ac875eb2.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-8bf40bbfabc1.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-887515af5f84.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-ae91a47ce58c.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-79563834e3de.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-e3ec58d5a10b.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-3db18c2f41ef.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-2db626f11868.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-cda7b9476432.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-2a19dd2a5659.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-785479d906ee.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-3360ceba7149.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-7b746cc4d037.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-c348c74592aa.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-8d89e64a8ed2.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-5be09cbb2576.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-ea5547e5ea07.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-071ba256de54.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-3af1ce10630b.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-7e134421d04c.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-26597590532f.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-0d931108fa36.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-75a33d52457b.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-e875dbc831d7.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-0fcb3654b294.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-efb1b621d5d5.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-f46ddd428c6e.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-9ef68184b213.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-fd4bbc147cb9.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-5a3bcfa3c939.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-4dcbbf65cba7.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-e581b45e1c80.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-ec066bf85ee6.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-9e247967c24c.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-1eb826b71a1e.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-ef45cde6d3e2.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-5e040e4944dd.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-6eea5070614e.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-0afda9e6c20a.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-1958e122da17.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-559eae7d4a4c.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-610146e44400.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-bbee102dbe3d.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-3884c3a3f38d.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/land-rover-discovery-sport-estate-diesel-7f0e343875bd.jpg","","Our Land Rover Discovery Sport HSE has 3 main facets that make this car stand out. Firstly, It has beautiful design features, finished in Corris Grey with 19” alloy wheels, the car looks incredible. Add to this the signature clamshell bonnet and distinctive two-bar grille with hexagonal mesh. Secondly, it has an incredibly luxurious feel with many added features to make the driving experience as pleasurable as possible. With heated leather seats finished in high quality leather, a brilliant automatic gearbox, panoramic sunroof and a fantastic infotainment system the car really is a pleasure to drive. This also has many more features that make it stand out from the crowd including its parking assist with reversing camera and the fact that it is a 7 seater. Finally, our Discovery Sport is in incredible condition and has a brilliant service history and it has been loved over its lifetime, truly a fantastic car packed with features and sure to make its new owner very happy. All of our vehicles are prepared to an extremely high standard and this car will come with 2 keys, service history and will also have a fresh MOT ready for its new owner with an industry leading comprehensive 6 month warranty.","","https://www.youtube.com/watch?v=Ccpb717OhDc","N","","YH16MSG","5"
"ah-32179","6860190-32179","2018","2018-09-21","Car","Coupe","BMW","M4","COMPETITION","2979","Semi-Autom","Petrol","16899","Mi","Black","Sapphire Black","2","37999","","HUD|Ghost|FDSH","https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-d8a2b7f07b2a.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-3cbc67c381b3.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-195840f74c36.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-1523d5844ae0.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-a5bdf92ca5df.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-102bb5e9192c.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-fee110a73d8a.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-e96bd5e3268a.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-3abce028cb3a.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-a3ef4b269f62.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-2931414d70f2.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-f7c235ac69e0.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-2437b7f78346.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-000f0301eacc.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-2e82c79666b8.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-6c780165ed32.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-8aa169a6b3c8.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-ac23399ec558.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-61e8f4f3e2be.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-4f38b518fd76.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-f6dd81b64696.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-ec221bc6bef0.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-efdc81d9988f.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-42b23f279dbc.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-7847fe40eaed.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-081c11082762.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-5432979d00bc.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-6242f55d5f9d.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-ae3f9c180cc5.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-cbe2372edd72.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-f6db9ea023cd.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-69240bd50f61.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-a7cd107bde46.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-dcbb94674175.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-4510f7864a80.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-66742dfb69ac.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-d7e81ba6cbee.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-92819db42906.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-f4dc8c6e3b2b.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-5b323cce6d31.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-763cfdb7ebdf.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-f136a3c00ca4.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-683e4d140819.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-1f18251c623a.jpg,https://smgmedia.blob.core.windows.net/images/129551/1024/bmw-m4-coupe-petrol-be536e2ae299.jpg","","This is a special car for us here at anycolourcar.com as it is our best performance car yet and we absolutely love it! Our M4 Competition is a seriously impressive car and it is packed with £2400 factory fitted extras and a Ghost immobiliser. With an astounding 444BHP, this car is made for track driving whilst maintaining daily usability and a luxurious driving experience. With a 7-speed DCT twin-clutch gearbox,  50:50 weight distribution and a low centre of gravity, adaptive dampers and an active differential along with lighter forged alloy wheels, there isn’t anything that hasn't been considered to make this car perform to its potential. Its fierce M-sport styling is simply stunning finished in Black Sapphire metallic. With an impressive cockpit in classic M-Sport styling and an M leather steering wheel with three-colour M stitching and carbon-fibre interior trim. The lightweight M Sport seats feature width-adjustable side bolsters and offer perfect support, finished with black merino leather. This car also features the following added extras - Heads Up Display, An upgraded Audio BMW Business System, carbon fibre, sun protection glass, M Sport seat belts, and Speed Limit Display. One seriously impressive feature is the Ghost immobiliser which is an incredible security system, you have to put in a unique combination of control inputs to unlock the car for driving, which makes this desirable car even more secure, even if somebody has the key.. All of our vehicles are prepared to an extremely high standard and this car will come with 2 keys and will also have a fresh MOT ready for its new owner with an industry leading 6 month warranty.","","https://www.youtube.com/watch?v=jG7LSLTc_-M","N","","MA68KUX","2"
